sl,language,artist,gender,location,local_song_index,song_name,source,location_id,artist_id,gender_id
1,Hindi,Kishore Kumar,Male,Northern India,1,Aise Na Mujhe Tum Dekho,https://www.youtube.com/watch?v=EU0NH3EZE6A,12,28,1
2,Hindi,Kishore Kumar,Male,Northern India,2,Zindagi Ek Safar Hai,https://www.youtube.com/watch?v=jBspOUwBHRg&t=9s,12,28,1
3,Hindi,Kishore Kumar,Male,Northern India,3,Neele Neele Ambar,https://www.youtube.com/watch?v=eVnG_Rqfgg4,12,28,1
4,Hindi,Kishore Kumar,Male,Northern India,4,Manzilein Apni Jaga Hein,https://youtu.be/0-CZJ-aZGcY?t=7,12,28,1
5,Hindi,Kishore Kumar,Male,Northern India,5,O Mere Dil Chain,https://youtu.be/5eyflIV8pzM?t=5,12,28,1
6,Hindi,Sonu Nigam,Male,Northern India,1,Pyar Tera,https://www.youtube.com/watch?v=g7sOkFE3GgM,12,57,1
7,Hindi,Sonu Nigam,Male,Northern India,2,Apnaa Mujhe Tu Lagaa,https://www.youtube.com/watch?v=KIzCpTA2p5Y,12,57,1
8,Hindi,Sonu Nigam,Male,Northern India,3,Sab Kuch Bhula Diya,https://www.youtube.com/watch?v=xKx_80QM2LU,12,57,1
9,Hindi,Sonu Nigam,Male,Northern India,4,Tu Hai,https://www.youtube.com/watch?v=kkHH1z3gnXE,12,57,1
10,Hindi,Sonu Nigam,Male,Northern India,5,Sau Dard,https://www.youtube.com/watch?v=xo8JU-Vc1C0,12,57,1
11,Hindi,Lata Mangeshkar,Female,Northern India,1,Naina Yeh Barse,https://youtu.be/BaxBHVp9Kiw?t=6,12,30,0
12,Hindi,Lata Mangeshkar,Female,Northern India,2,Mere Ghar Aayi Ek,https://www.youtube.com/watch?v=COV1a8T5PDg,12,30,0
13,Hindi,Lata Mangeshkar,Female,Northern India,3,Humein aur jeene ki,https://youtu.be/foaU-2n6WUs?t=6,12,30,0
14,Hindi,Lata Mangeshkar,Female,Northern India,4,Wada na tod,https://www.youtube.com/watch?v=Oq6q4HPBc5Q,12,30,0
15,Hindi,Lata Mangeshkar,Female,Northern India,5,Mere Khwabon Mein,https://www.youtube.com/watch?v=Zxgvob1Ew0c,12,30,0
16,Hindi,Alka Yagnik,Female,Northern India,1,Tune Zindagi Mein Aake,https://www.youtube.com/watch?v=a2SByvJ9HwY,12,1,0
17,Hindi,Alka Yagnik,Female,Northern India,2,Aankh Hai Bhari Bhari,https://www.youtube.com/watch?v=OgocnLh9P1M&t=20s,12,1,0
18,Hindi,Alka Yagnik,Female,Northern India,3,Too Shayar Hai Main Teri Shayari,https://youtu.be/8HvgZ8XViHA?t=14,12,1,0
19,Hindi,Alka Yagnik,Female,Northern India,4,Der Se Hua,https://www.youtube.com/watch?v=HB0Hlx9heF0,12,1,0
20,Hindi,Alka Yagnik,Female,Northern India,5,Dil Cheer Ke Dekh Tera Hi Naam Hoga,https://www.youtube.com/watch?v=HB0Hlx9heF0,12,1,0
21,Gujarati,Atul Purohit,Male,Gujarat,1,Tara Naam Ni Chundadi Odhi  Rangbhini,https://www.youtube.com/watch?v=rLesB-0BtJc,3,7,1
22,Gujarati,Atul Purohit,Male,Gujarat,2,Tadakaa lyo ,https://youtu.be/nTtCwUiYVJE?list=RDrLesB-0BtJc,3,7,1
23,Gujarati,Atul Purohit,Male,Gujarat,3, Aaj No Chandaliyo,https://youtu.be/jETTHxbYAEg?list=RDrLesB-0BtJc,3,7,1
24,Gujarati,Atul Purohit,Male,Gujarat,4, Ae Morlo Ambe Bole Jay Jagadambe Bole,https://www.youtube.com/watch?v=iCr50bPNAQg&list=RDrLesB-0BtJc&index=14,3,7,1
25,Gujarati,Atul Purohit,Male,Gujarat,5,Gori Radha Ne Kado Kaan,https://youtu.be/lc9Agd7Lp6E,3,7,1
26,Gujarati,Devang Patel,Male,Gujarat,1,Dikro Maro Darudiyoby,https://www.youtube.com/watch?v=EGq589AIKUs,3,13,1
27,Gujarati,Devang Patel,Male,Gujarat,2,anand ma raho,https://www.youtube.com/watch?v=i-ksI7SlR9w,3,13,1
28,Gujarati,Devang Patel,Male,Gujarat,3,Ubho Tha,https://www.youtube.com/watch?v=MYuTM0PjJq8,3,13,1
29,Gujarati,Devang Patel,Male,Gujarat,4,Rangai jaane ranga ma,https://www.youtube.com/watch?v=7LJebJZIkqc,3,13,1
30,Gujarati,Devang Patel,Male,Gujarat,5,Jalsa Kar Bapu Jalsa Kar,https://youtu.be/VE0f8ahiwv4,3,13,1
31,Gujarati,Falguni Pathak,Female,Gujarat,1,Indhana Vinvaa Gayi Thi More Saiyan,https://www.youtube.com/watch?v=Q_ZXz9Omq4k,3,15,0
32,Gujarati,Falguni Pathak,Female,Gujarat,2,Kaka bapa nawith nagin beats,https://www.youtube.com/watch?v=-vYmMY1ifNg,3,15,0
33,Gujarati,Falguni Pathak,Female,Gujarat,3,Kesariyo Rang Tane Lagyo Amu Kaka Bapa Na,https://www.youtube.com/watch?v=rdDe6VWP-9s,3,15,0
34,Gujarati,Falguni Pathak,Female,Gujarat,4,Mane Mavtar Made Tho Maa Amba Jeva Madjo,https://www.youtube.com/watch?v=Jl4xJ0JrzPk,3,15,0
35,Gujarati,Falguni Pathak,Female,Gujarat,5,Dumbar Vagya Re Maana  Tu Toh Rajapara Pujani Re Maa  Khel Khel Re Bhawani Maa,https://www.youtube.com/watch?v=OEdi7yGkU_Q,3,15,0
36,Gujarati,Geeta Rabari,Female,Gujarat,1,Dhol Nagada,https://www.youtube.com/watch?v=_ggGmwlWymY,3,17,0
37,Gujarati,Geeta Rabari,Female,Gujarat,2,Rona Ser Ma,https://www.youtube.com/watch?v=35mYQ8bqp1A,3,17,0
38,Gujarati,Geeta Rabari,Female,Gujarat,3,Tere Jaisha Yaar Kaha,https://www.youtube.com/watch?v=gGJ2QhIc98o,3,17,0
39,Gujarati,Geeta Rabari,Female,Gujarat,4,Koni Pade Entry,https://www.youtube.com/watch?v=kAsl6jzj4uI,3,17,0
40,Gujarati,Geeta Rabari,Female,Gujarat,5,Tara Vina Gamtu Nathi,https://www.youtube.com/watch?v=TO61mEHHoeQ,3,17,0
41,Marathi,Hridaynath Mangeshkar,Male,Maharashtra,1,Nako dev raya  sadhi maanase,https://youtu.be/5pyg-7mPo8Q?list=PLE7F1kOqK5KeJTSoOBB0cKxCLaa712QL9,7,22,1
42,Marathi,Hridaynath Mangeshkar,Male,Maharashtra,2,Tya Phoolanchya Gandh Koshi,https://www.youtube.com/watch?v=Gzfmk3oKiMM,7,22,1
43,Marathi,Hridaynath Mangeshkar,Male,Maharashtra,3,Laajun Hasane,https://www.youtube.com/watch?v=SD84K-KtheA,7,22,1
44,Marathi,Hridaynath Mangeshkar,Male,Maharashtra,4,Kevha tari pahate,https://youtu.be/Sl5k1DWU6Gk?list=PL81D73A683744E186,7,22,1
45,Marathi,Hridaynath Mangeshkar,Male,Maharashtra,5,Jivalaga,https://youtu.be/rKmFFd2txAc,7,22,1
46,Marathi,Milind Ingle,Male,Maharashtra,1,Gaarva,https://www.youtube.com/watch?v=fZ5Z1pn3HTs,7,35,1
47,Marathi,Milind Ingle,Male,Maharashtra,2,Rimjhim Dhun,https://www.youtube.com/watch?v=cwV1edYqC0M,7,35,1
48,Marathi,Milind Ingle,Male,Maharashtra,3,Gaar Vaara Ha Bharara,https://www.youtube.com/watch?v=23Yqx4fckus,7,35,1
49,Marathi,Milind Ingle,Male,Maharashtra,4,Jhada Khali Baslele,https://www.youtube.com/watch?v=iCPeImbanew,7,35,1
50,Marathi,Milind Ingle,Male,Maharashtra,5,Punha Pavsalach Sangayache,https://www.youtube.com/watch?v=UGqIKx4i2xk,7,35,1
51,Marathi,Shridhar Phadke,Male,Maharashtra,1,Kahi Bolayache Aahe,https://www.youtube.com/watch?v=h_klpgRTHpc,7,53,1
52,Marathi,Shridhar Phadke,Male,Maharashtra,2,Tula Pahile Mi,https://www.youtube.com/watch?v=02Bw5PKPOqs,7,53,1
53,Marathi,Shridhar Phadke,Male,Maharashtra,3,Ek dhaaga sukhaacha,https://www.youtube.com/watch?v=iYWtcaKepI8,7,53,1
54,Marathi,Shridhar Phadke,Male,Maharashtra,4,Phite Andharache Jale,https://www.youtube.com/watch?v=GKOEi9p_VaM,7,53,1
55,Marathi,Shridhar Phadke,Male,Maharashtra,5,Mana Manaas Umagat Naahi,https://www.youtube.com/watch?v=Ikx26HFj_SM,7,53,1
56,Marathi,Vaishali Samant,Female,Maharashtra,1,Angani Majhya,https://www.youtube.com/watch?v=c8olVjKGD7U,7,63,0
57,Marathi,Vaishali Samant,Female,Maharashtra,2,Kusumita,https://www.youtube.com/watch?v=Whk4CUr9oBU,7,63,0
58,Marathi,Vaishali Samant,Female,Maharashtra,3,Aabhas ha,https://www.youtube.com/watch?v=6bVLQVX96GQ,7,63,0
59,Marathi,Vaishali Samant,Female,Maharashtra,4,Mera Dadla,https://www.youtube.com/watch?v=Ap3g5j1V8kc,7,63,0
60,Marathi,Vaishali Samant,Female,Maharashtra,5,Aika Dajiba,https://youtu.be/4GowgfCbYmM?list=PLGpLqaMxppFr6rlBCS_mD29iouh41gDS8,7,63,0
61,Konkani,Remo Fernandes,Male,Goa,1,Ya Ya Maya Ya,https://www.youtube.com/watch?v=khQ83TyK0Hw,2,46,1
62,Konkani,Remo Fernandes,Male,Goa,2,Maria Pitache Barra de Dam?o,https://www.youtube.com/watch?v=xHikvvdXQEg,2,46,1
63,Konkani,Remo Fernandes,Male,Goa,3,Meera Meera,https://www.youtube.com/watch?v=osOHCI6kxWk,2,46,1
64,Konkani,Remo Fernandes,Male,Goa,4,Surganchi,https://www.youtube.com/watch?v=KkFIVpcQ28Y,2,46,1
65,Konkani,Remo Fernandes,Male,Goa,5,Goan,https://www.youtube.com/watch?v=DoUyT5FqUE4,2,46,1
66,Konkani,Amit Naik,Male,Goa,1,Unkahi Kahani,https://www.youtube.com/watch?v=PpEkRHkIWvY,2,2,1
67,Konkani,Amit Naik,Male,Goa,2,Pedru Poder Jiklo,https://www.youtube.com/watch?v=iqQ1MjjVzLg,2,2,1
68,Konkani,Amit Naik,Male,Goa,3,Lofde,https://www.youtube.com/watch?v=DalVTpaTRdw,2,2,1
69,Konkani,Amit Naik,Male,Goa,4,Haav Jiktelo,https://www.youtube.com/watch?v=5RfIm88NT7A,2,2,1
70,Konkani,Amit Naik,Male,Goa,5,Direct Chandrar,https://youtu.be/CZoGiyR5Mtc,2,2,1
71,Konkani,Xavier Gomes,Male,Goa,1,Boddi,https://www.youtube.com/watch?v=eLt6HGVa0oE,2,66,1
72,Konkani,Xavier Gomes,Male,Goa,2,Mutt Bhor Mati,https://www.youtube.com/watch?v=eVQxrT8hOlk,2,66,1
73,Konkani,Xavier Gomes,Male,Goa,3,Fator,https://www.youtube.com/watch?v=JVXnlSwDmPY,2,66,1
74,Konkani,Xavier Gomes,Male,Goa,4,Piso,https://www.youtube.com/watch?v=68_BY0ho_3M,2,66,1
75,Konkani,Xavier Gomes,Male,Goa,5,Bhavacho Mog,https://www.youtube.com/watch?v=_Qcr3J8MYNY,2,66,1
76,Konkani,Lorna Cordeiro,Female,Goa,1,Ugddas Yeta,https://www.youtube.com/watch?v=w2NccEDUVGQ,2,31,0
77,Konkani,Lorna Cordeiro,Female,Goa,2,Goan,https://www.youtube.com/watch?v=ayTcLZt-PwM,2,31,0
78,Konkani,Lorna Cordeiro,Female,Goa,3,Noxibak Roddtam,https://www.youtube.com/watch?v=d_pLxc0-RUs,2,31,0
79,Konkani,Lorna Cordeiro,Female,Goa,4,Gomeche Police,https://www.youtube.com/watch?v=3CTRd93DRCs,2,31,0
80,Konkani,Lorna Cordeiro,Female,Goa,5,Dennem,https://www.youtube.com/watch?v=0Ci2ksLZ_LE,2,31,0
81,Bengali,Manna Dey,Male,West Bengal,1,Sabai To Sukhi Hote Chay,https://www.youtube.com/watch?v=fdyB76xEUlk,16,33,1
82,Bengali,Manna Dey,Male,West Bengal,2,Khub Jante Ichchha Kare,https://www.youtube.com/watch?v=uYaVDIjZp1o,16,33,1
83,Bengali,Manna Dey,Male,West Bengal,3,Coffee houser sei addata,https://www.youtube.com/watch?v=UEvny4Z4xJo,16,33,1
84,Bengali,Manna Dey,Male,West Bengal,4,Jodi Kagoje Lekho Naam,https://www.youtube.com/watch?v=jIaIXjBqyjE,16,33,1
85,Bengali,Manna Dey,Male,West Bengal,5,Ka Phonta Chokher Jal Phelechho,https://www.youtube.com/watch?v=vlbdRVFuB6I,16,33,1
86,Bengali,Arijit Singh,Male,West Bengal,1,Tomake Chai,https://www.youtube.com/watch?v=1f18irP--O8,16,5,1
87,Bengali,Arijit Singh,Male,West Bengal,2,Kichhu Kichhu Kotha,https://www.youtube.com/watch?v=so2HoeW9gPA,16,5,1
88,Bengali,Arijit Singh,Male,West Bengal,3,Tomake Chuye Dilam ,https://www.youtube.com/watch?v=d7R14fHYooA,16,5,1
89,Bengali,Arijit Singh,Male,West Bengal,4,Parbona,https://www.youtube.com/watch?v=5L4ZLPKSVlY,16,5,1
90,Bengali,Arijit Singh,Male,West Bengal,5,Bojhena Shey Bojhena,https://www.youtube.com/watch?v=J2JQQm1h6xQ,16,5,1
91,Bengali,Geeta Dutt,Female,West Bengal,1,Tumi Je Amar Ogo Tumi Je Amar,https://www.youtube.com/watch?v=xdoBOBg_U3Q,16,16,0
92,Bengali,Geeta Dutt,Female,West Bengal,2,Ei Sundar Swarnali Sandhyay,https://www.youtube.com/watch?v=e-wTFB_M6k4,16,16,0
93,Bengali,Geeta Dutt,Female,West Bengal,3,Nishiraat Banka Chand  Prithibi Amare Chai,https://www.youtube.com/watch?v=Kk1QO65wb94,16,16,0
94,Bengali,Geeta Dutt,Female,West Bengal,4,Banshi Bujhi Sei Sure  Sathi Hara,https://www.youtube.com/watch?v=DcPPjoJZYg0,16,16,0
95,Bengali,Geeta Dutt,Female,West Bengal,5,Ei Mayabi Tithi,https://www.youtube.com/watch?v=Yh-C37HKnI0,16,16,0
96,Bengali,Shreya Ghoshal,Female,West Bengal,1,Mon Metechhe,https://www.youtube.com/watch?v=M8nj-lRbmoo,16,52,0
97,Bengali,Shreya Ghoshal,Female,West Bengal,2,Isharay Mon Ki Bhore,https://www.youtube.com/watch?v=3fiIIU7WrL8,16,52,0
98,Bengali,Shreya Ghoshal,Female,West Bengal,3,O Paakhi Ure aai,https://www.youtube.com/watch?v=g4DpufISTxg,16,52,0
99,Bengali,Shreya Ghoshal,Female,West Bengal,4,Ei Mom Jochnai,https://www.youtube.com/watch?v=thNeWULDVLo,16,52,0
100,Bengali,Shreya Ghoshal,Female,West Bengal,5,Nodir Jemon Jharna Ache,https://www.youtube.com/watch?v=ssr2ATkL8MM,16,52,0
101,Oriya,Akshay Mohanty,Male,Odisha,1,Kabata Kholila Priye,https://www.youtube.com/watch?v=MkoLViiVmkk,13,0,1
102,Oriya,Akshay Mohanty,Male,Odisha,2,Chithi Mora,https://www.youtube.com/watch?v=XTCfJX6Fiok,13,0,1
103,Oriya,Akshay Mohanty,Male,Odisha,3,Theme song of Jajabara ,https://www.youtube.com/watch?v=JT8lu7MxVPk,13,0,1
104,Oriya,Akshay Mohanty,Male,Odisha,4,Jhia Dekhili Tiniti,https://www.youtube.com/watch?v=0jWbsjGxREY,13,0,1
105,Oriya,Akshay Mohanty,Male,Odisha,5,Hrudayara Ei Suntataku,https://www.youtube.com/watch?v=X0G_eqEjhW4,13,0,1
106,Oriya,Bishnu Mohan Kabi,Male,Odisha,1,Mana Anumati Mage,https://www.youtube.com/watch?v=JwSqFOX39LQ,13,11,1
107,Oriya,Bishnu Mohan Kabi,Male,Odisha,2,TATE CHANHIBAA RE,https://www.youtube.com/watch?v=FDNONhoQ7uI,13,11,1
108,Oriya,Bishnu Mohan Kabi,Male,Odisha,3,Bandhu Sampark,https://www.youtube.com/watch?v=xgHMY-Cx4Qs,13,11,1
109,Oriya,Bishnu Mohan Kabi,Male,Odisha,4,Palakare Mu Tate,https://www.youtube.com/watch?v=ikz6kpVg70s,13,11,1
110,Oriya,Bishnu Mohan Kabi,Male,Odisha,5,Lakhye Papa Karichi Ei Mora Dui Hata,https://www.youtube.com/watch?v=aSdba6MjW_c,13,11,1
111,Oriya,Ira Mohanty,Female,Odisha,1,Ramare Ramare,https://www.youtube.com/watch?v=eEUJpfLLxys,13,23,0
112,Oriya,Ira Mohanty,Female,Odisha,2,O SAAJANNEW,https://www.youtube.com/watch?v=BazQXiG12EM,13,23,0
113,Oriya,Ira Mohanty,Female,Odisha,3,Dhire Dhire Tu,https://www.youtube.com/watch?v=zisqJ40PrBo,13,23,0
114,Oriya,Ira Mohanty,Female,Odisha,4,Tu Nothile,https://www.youtube.com/watch?v=npDA6ycirQo,13,23,0
115,Oriya,Ira Mohanty,Female,Odisha,5,Tu Mo Akhira Tara,https://www.youtube.com/watch?v=Tt-WbqbTvxM,13,23,0
116,Oriya,Tapu Mishra,Female,Odisha,1,Aakhi Ta Thila,https://www.youtube.com/watch?v=bvK7m0-2ZNI,13,60,0
117,Oriya,Tapu Mishra,Female,Odisha,2,Kichi bata chali puni,https://www.youtube.com/watch?v=sGHHkOLnkYg,13,60,0
118,Oriya,Tapu Mishra,Female,Odisha,3,Faguna Re Faguna,https://www.youtube.com/watch?v=dXimx-3YZYg,13,60,0
119,Oriya,Tapu Mishra,Female,Odisha,4,Dheere Dheere,https://www.youtube.com/watch?v=MSBi-PaBWNo,13,60,0
120,Oriya,Tapu Mishra,Female,Odisha,5,Tate Chuinbaku Icha  Hele Dara Laguchi,https://www.youtube.com/watch?v=1teHxCxdk-w,13,60,0
121,Kashmiri,Rashid Jahangir,Male,Jammu and Kashmir,1,Tul Parde Royas,https://www.youtube.com/watch?v=uh5Kf1GaiDU,4,45,1
122,Kashmiri,Rashid Jahangir,Male,Jammu and Kashmir,2,Waloo Maashok Myane,https://www.youtube.com/watch?v=Jg7Qu9kLyRY,4,45,1
123,Kashmiri,Rashid Jahangir,Male,Jammu and Kashmir,3,Ya Mustafa,https://www.youtube.com/watch?v=afA1Ozw_VRg,4,45,1
124,Kashmiri,Rashid Jahangir,Male,Jammu and Kashmir,4,Gasti Val Val Waavi,https://www.youtube.com/watch?v=JLAiAiAya1I,4,45,1
125,Kashmiri,Rashid Jahangir,Male,Jammu and Kashmir,5,Ha yaari mokhti haari gandtho bi hatay lo,https://www.youtube.com/watch?v=KzOtqmUaibc,4,45,1
126,Kashmiri,Waheed Jeelani,Male,Jammu and Kashmir,1,SHAAM GOV,https://www.youtube.com/watch?v=XY0EVuwV0qM,4,64,1
127,Kashmiri,Waheed Jeelani,Male,Jammu and Kashmir,2,Lolkis Safras,https://www.youtube.com/watch?v=eH28BGfI3sk,4,64,1
128,Kashmiri,Waheed Jeelani,Male,Jammu and Kashmir,3,Doye Khair Karus Puot Aalov,https://www.youtube.com/watch?v=DNouaJkNU_A,4,64,1
129,Kashmiri,Waheed Jeelani,Male,Jammu and Kashmir,4,Sochh Kraal,https://www.youtube.com/watch?v=i-u1JenknHU,4,64,1
130,Kashmiri,Waheed Jeelani,Male,Jammu and Kashmir,5,Mouji Kasheer,https://www.youtube.com/watch?v=uDhye_PK_J0,4,64,1
131,Kashmiri,Raj Begum,Female,Jammu and Kashmir,1,DDK,https://www.youtube.com/watch?v=IyNrYhQfz0g,4,42,0
132,Kashmiri,Raj Begum,Female,Jammu and Kashmir,2,Cze Kar Yaad Pemai,https://www.youtube.com/watch?v=QA7aRJWBCk4,4,42,0
133,Kashmiri,Raj Begum,Female,Jammu and Kashmir,3,Vesiye Gulan aamay bahaar,https://www.youtube.com/watch?v=0Xf10V0MSQQ,4,42,0
134,Kashmiri,Raj Begum,Female,Jammu and Kashmir,4,Dill Tchooran Dill hai,https://www.youtube.com/watch?v=4f-R2JkHHe8,4,42,0
135,Kashmiri,Raj Begum,Female,Jammu and Kashmir,5,A Rich Tribute To Melodious Voice Of Kashmir,https://www.youtube.com/watch?v=fDMbdOu9U9A,4,42,0
136,Kashmiri,Shameema Dev Azad,Female,Jammu and Kashmir,1,Kashmiri song by shameema azad,https://www.youtube.com/watch?v=ylQM_QT5wJE,4,51,0
137,Kashmiri,Shameema Dev Azad,Female,Jammu and Kashmir,2,CHE YEVAAN ROSHE CHUKH NATE,https://www.youtube.com/watch?v=hut6K2G2IFE,4,51,0
138,Kashmiri,Shameema Dev Azad,Female,Jammu and Kashmir,3,Yeli Yaad Pewaan Panun,https://www.youtube.com/watch?v=I1e665RPDIA,4,51,0
139,Kashmiri,Shameema Dev Azad,Female,Jammu and Kashmir,4,BAH KHUDA SAARIE KHUDAYIE,https://www.youtube.com/watch?v=mMaaqHi2Xyw,4,51,0
140,Kashmiri,Shameema Dev Azad,Female,Jammu and Kashmir,5,VESIYE NARAY,https://www.youtube.com/watch?v=KsgMZDp1DiA,4,51,0
141,Assamese,Bhupen Hazarika,Male,Assam,1,Manuhe Manuhor Babe,https://www.youtube.com/watch?v=tgTCbTFUrf4,1,10,1
142,Assamese,Bhupen Hazarika,Male,Assam,2,SANKARE HISE  CHINAKI GEET,https://www.youtube.com/watch?v=IBETthP-l1M,1,10,1
143,Assamese,Bhupen Hazarika,Male,Assam,3,Bistirna Dupare,https://www.youtube.com/watch?v=XGeccjWtWnc,1,10,1
144,Assamese,Bhupen Hazarika,Male,Assam,4,Aai tuk kihere pujime,https://www.youtube.com/watch?v=TUYYE134aic,1,10,1
145,Assamese,Bhupen Hazarika,Male,Assam,5,Moi Jetai Ei Jibonor,https://www.youtube.com/watch?v=Ng8c8iz5KQc,1,10,1
146,Assamese,Zubeen Garg,Male,Assam,1,SILAA,https://www.youtube.com/watch?v=WH8YIOKAgEc,1,67,1
147,Assamese,Zubeen Garg,Male,Assam,2,Pakhi Pakhi Aei Mon,https://www.youtube.com/watch?v=R2Q96UOMYvI,1,67,1
148,Assamese,Zubeen Garg,Male,Assam,3,Nesau Tumak Ebaru,https://www.youtube.com/watch?v=7D3xgJB55dM,1,67,1
149,Assamese,Zubeen Garg,Male,Assam,4,Atori Atori Thakileu Tumi,https://www.youtube.com/watch?v=zsLtNFEq_9w,1,67,1
150,Assamese,Zubeen Garg,Male,Assam,5,Aei Mayar Dharat,https://www.youtube.com/watch?v=45ZPFwsfeu0,1,67,1
151,Assamese,Dipali Barthakur,Female,Assam,1,Zondhane Jonalite,https://www.youtube.com/watch?v=i7vGQQlSpoI,1,14,0
152,Assamese,Dipali Barthakur,Female,Assam,2,Xonor Kharu Nelage Mok,https://www.youtube.com/watch?v=_OZXtUsGkBE,1,14,0
153,Assamese,Dipali Barthakur,Female,Assam,3,Bondhu Xomoi Pale Aamar Phale,https://www.youtube.com/watch?v=QU9EWaVSoB0,1,14,0
154,Assamese,Dipali Barthakur,Female,Assam,4,O Senai Moi Jao Dei,https://www.youtube.com/watch?v=gOAmNYv0TUI,1,14,0
155,Assamese,Dipali Barthakur,Female,Assam,5,Senai Moi jau,https://www.youtube.com/watch?v=V7Qv637nLrI,1,14,0
156,Assamese,Tarali Sarma,Female,Assam,1,AHIBA TUMI,https://www.youtube.com/watch?v=CVCXwf8vDaI,1,61,0
157,Assamese,Tarali Sarma,Female,Assam,2,Henguliya Xopune,https://www.youtube.com/watch?v=pg5jXsCgEyo,1,61,0
158,Assamese,Tarali Sarma,Female,Assam,3,Tomar Babe,https://www.youtube.com/watch?v=yOPkI3eTwUk,1,61,0
159,Assamese,Tarali Sarma,Female,Assam,4,Aaghunor Xopun Khedi,https://www.youtube.com/watch?v=hG9ytcfaM0U,1,61,0
160,Assamese,Tarali Sarma,Female,Assam,5,Tumi Aahibaane,https://www.youtube.com/watch?v=lCas9jBQivk,1,61,0
161,Nepali,Narayan Gopal,Male,Nepal,1,Mero Aankha Lai Rakhne,https://www.youtube.com/watch?v=qyx8zz-EQCs,11,37,1
162,Nepali,Narayan Gopal,Male,Nepal,2,Kehi Mitho Baat Gara,https://www.youtube.com/watch?v=LFR4eMQzUr4,11,37,1
163,Nepali,Narayan Gopal,Male,Nepal,3,Malai Nasodha,https://www.youtube.com/watch?v=Pkj6YFJFI8U,11,37,1
164,Nepali,Narayan Gopal,Male,Nepal,4,Jun Phool Maile,https://www.youtube.com/watch?v=JoC1ZCbmpMs,11,37,1
165,Nepali,Narayan Gopal,Male,Nepal,5,Priyasi ka yaad haru,https://www.youtube.com/watch?v=_X6dG9WRHeQ,11,37,1
166,Nepali,Raju Lama,Male,Nepal,1,Timilai Dekhera,https://www.youtube.com/watch?v=OlYoCjUGPJ4,11,44,1
167,Nepali,Raju Lama,Male,Nepal,2,SAILUNGE MELA,https://www.youtube.com/watch?v=Mu_hFDykAtg,11,44,1
168,Nepali,Raju Lama,Male,Nepal,3,Mero Nepal,https://www.youtube.com/watch?v=Q9zdnFjmdL8,11,44,1
169,Nepali,Raju Lama,Male,Nepal,4,SHERPINI AAJI,https://www.youtube.com/watch?v=mpDIMUHnvrk,11,44,1
170,Nepali,Raju Lama,Male,Nepal,5,BISTARAI BISTARAI,https://www.youtube.com/watch?v=3jV8y1B9UPM,11,44,1
171,Nepali,Aruna Lama,Female,Nepal,1,POHOR SAAL KHUSI,https://www.youtube.com/watch?v=8uIaRZrB6Jk,11,6,0
