sl,language,artist,gender,location,local_song_index,song_name,source,location_id,artist_id,gender_id
172,Nepali,Aruna Lama,Female,Nepal,2,Eklai Basda,https://www.youtube.com/watch?v=qJQ8Wxc0Aps,11,6,0
173,Nepali,Aruna Lama,Female,Nepal,3,Eh Kancha Malai Sunko Tara,https://www.youtube.com/watch?v=7pOVG4o7914,11,6,0
174,Nepali,Aruna Lama,Female,Nepal,4,Himal Sari,https://www.youtube.com/watch?v=xiTV_ve92xw,11,6,0
175,Nepali,Aruna Lama,Female,Nepal,5,Ma Ta Chupchap,https://www.youtube.com/watch?v=rIgou_By3fw,11,6,0
176,Nepali,Anju Panta,Female,Nepal,1,Maile Timilai Chahera,https://www.youtube.com/watch?v=2TwUZ26k6y0,11,3,0
177,Nepali,Anju Panta,Female,Nepal,2,Na Birse Timilai Na Paye Timilai,https://www.youtube.com/watch?v=dWv2ZytVwDI,11,3,0
178,Nepali,Anju Panta,Female,Nepal,3,Malai Basuri Le,https://www.youtube.com/watch?v=RUZZyfm8-mo,11,3,0
179,Nepali,Anju Panta,Female,Nepal,4,Badaliau Timi,https://www.youtube.com/watch?v=wJxkdE7rgr0,11,3,0
180,Nepali,Anju Panta,Female,Nepal,5,Timilai Maya Garchhu,https://www.youtube.com/watch?v=98lJO0r6YNQ,11,3,0
181,Nagamese,Silas Kikon,Male,Nagaland,1,Choro Kupi,https://www.youtube.com/watch?v=xV9I2nFqn1Y,10,55,1
182,Nagamese,Silas Kikon,Male,Nagaland,2,A EKUM SHI NCHUMI ZESI ANUNGRALA  LOTHA,https://www.youtube.com/watch?v=RzueFgIn5sQ,10,55,1
183,Nagamese,Silas Kikon,Male,Nagaland,3,ANZANSI HETATA TIKANGTSUA  LOTHA ,https://www.youtube.com/watch?v=03nOUe7fn5g,10,55,1
184,Nagamese,Silas Kikon,Male,Nagaland,4,A LOTHA META,https://www.youtube.com/watch?v=aYTIBqagq1k,10,55,1
185,Nagamese,Silas Kikon,Male,Nagaland,5,MUNGYANCHI,https://www.youtube.com/watch?v=RThe4Fe18CY,10,55,1
186,Nagamese,David Konyak,Male,Nagaland,1,Dukhia Laga Awaz,https://www.youtube.com/watch?v=jWRVKrrHAb8,10,12,1
187,Nagamese,David Konyak,Male,Nagaland,2,Kaun to christian,https://www.youtube.com/watch?v=z8TMZ3JIkpA,10,12,1
188,Nagamese,David Konyak,Male,Nagaland,3,Sapna hoisa,https://www.youtube.com/watch?v=mdE46TE87A0,10,12,1
189,Nagamese,David Konyak,Male,Nagaland,4,BEST NAGAMESE SONG,https://www.youtube.com/watch?v=CIQidnCg-Cc,10,12,1
190,Nagamese,David Konyak,Male,Nagaland,5,Moram Kora PapaAma,https://www.youtube.com/watch?v=vp7m64eGm14,10,12,1
191,Nagamese,Tetseo Sisters,Female,Nagaland,1,O Rhosi,https://www.youtube.com/watch?v=hCH9Dx2tn_s,10,62,0
192,Nagamese,Tetseo Sisters,Female,Nagaland,2,Hiyo,https://www.youtube.com/watch?v=JxUmMA9LsK8,10,62,0
193,Nagamese,Tetseo Sisters,Female,Nagaland,3,Naga folk song,https://www.youtube.com/watch?v=7ijkTAYdUSg,10,62,0
194,Nagamese,Tetseo Sisters,Female,Nagaland,4,Rinyielu Lizo,https://www.youtube.com/watch?v=RZUhqqu9oOo,10,62,0
195,Nagamese,Tetseo Sisters,Female,Nagaland,5,M�rinul� Lizo ,https://www.youtube.com/watch?v=RpalPYEyNuo,10,62,0
196,Nagamese,Mengu Suokhrie,Female,Nagaland,1,Adaad Notun,https://www.youtube.com/watch?v=Biv03SXyypc,10,34,0
197,Nagamese,Mengu Suokhrie,Female,Nagaland,2,Music of Nagaland Mengu Suokhrie Adielo,https://www.youtube.com/watch?v=1Xd6HCUXCkA,10,34,0
198,Nagamese,Mengu Suokhrie,Female,Nagaland,3,A KechaMengu,https://www.youtube.com/watch?v=JTRB_SGMAVs,10,34,0
199,Nagamese,Mengu Suokhrie,Female,Nagaland,4,Kenei Thenou Kenei,https://www.youtube.com/watch?v=1fFb4j5ZF9c,10,34,0
200,Nagamese,Mengu Suokhrie,Female,Nagaland,5,Mengu suokhrie  Adaad Notun,https://www.youtube.com/watch?v=xUrdLfKrcaE,10,34,0
201,Manipuri,Nongmaithem Pahari,Male,Manipur,1,Nuja Kanagi Chenglouno,https://www.youtube.com/watch?v=pmnOyUlY3z4,8,38,1
202,Manipuri,Nongmaithem Pahari,Male,Manipur,2,Ningshingli Meragi,https://www.youtube.com/watch?v=gnDuYFGZRT4,8,38,1
203,Manipuri,Nongmaithem Pahari,Male,Manipur,3,Nangi Maithong Urubada,https://www.youtube.com/watch?v=Bgg_OVum-aM,8,38,1
204,Manipuri,Nongmaithem Pahari,Male,Manipur,4,Lakle Ngashisu,https://www.youtube.com/watch?v=Tcni4-Quoc0,8,38,1
205,Manipuri,Nongmaithem Pahari,Male,Manipur,5,Kru Ku Ku Khongli,https://www.youtube.com/watch?v=lcYctfh9XJY,8,38,1
206,Manipuri,B. Kunjabihari Sharma,Male,Manipur,1,Punshisina Ahanba,https://www.youtube.com/watch?v=-maf9xb5tYg,8,9,1
207,Manipuri,B. Kunjabihari Sharma,Male,Manipur,2,Naksinnaba yaadrabamp,https://www.youtube.com/watch?v=R0h1Kwlsuj4,8,9,1
208,Manipuri,B. Kunjabihari Sharma,Male,Manipur,3,Dolai Thakta Phamlaga Ningamdana kaplibi,https://www.youtube.com/watch?v=3_k_4RzQT78,8,9,1
209,Manipuri,B. Kunjabihari Sharma,Male,Manipur,4,Unani khanna laakpanimp,https://www.youtube.com/watch?v=5hxyl3SrgBU,8,9,1
210,Manipuri,B. Kunjabihari Sharma,Male,Manipur,5,Matam Amagi Chanabi,https://www.youtube.com/watch?v=tHLHxhMr800,8,9,1
211,Manipuri,Pinky Saikhom,Female,Manipur,1,Shiroi Lily,https://www.youtube.com/watch?v=Glz9T3t4ZAk,8,40,0
212,Manipuri,Pinky Saikhom,Female,Manipur,2,Kijeine Kijeine,https://www.youtube.com/watch?v=g06hjFfmeyw,8,40,0
213,Manipuri,Pinky Saikhom,Female,Manipur,3,Khoyum Magi Khusemlakta,https://www.youtube.com/watch?v=e-jwD2m0Q7A,8,40,0
214,Manipuri,Pinky Saikhom,Female,Manipur,4,LEINAMNA LEIKAI,https://www.youtube.com/watch?v=L4DeVrZmiWk,8,40,0
215,Manipuri,Pinky Saikhom,Female,Manipur,5,Keibul Gee Sangai,https://www.youtube.com/watch?v=Zp-q_ZQ_GH4,8,40,0
216,Manipuri,Pushparani,Female,Manipur,1,KHOIRANG E PUKNINGSE,https://www.youtube.com/watch?v=G82wLzAqCZQ,8,41,0
217,Manipuri,Pushparani,Female,Manipur,2,Leibiyu Nangna,https://www.youtube.com/watch?v=5NF8lChbe38,8,41,0
218,Manipuri,Pushparani,Female,Manipur,3,Kejeine ei d nungshigee meichak,https://www.youtube.com/watch?v=d3u9eQHlj8M,8,41,0
219,Manipuri,Pushparani,Female,Manipur,4,Nangse Eigini,https://www.youtube.com/watch?v=hbJgLwdUwSk,8,41,0
220,Manipuri,Pushparani,Female,Manipur,5,Nungshiba Nangi  Keifa  Kajal,https://www.youtube.com/watch?v=s15OuvIelHo,8,41,0
221,Khasi and Jayantia,George Shadap,Male,Meghalaya,1,HANGNE NGA DON,https://www.youtube.com/watch?v=hNcYNmDVIAQ,9,18,1
222,Khasi and Jayantia,George Shadap,Male,Meghalaya,2,KA RUKOM,https://www.youtube.com/watch?v=jcEcuoyfhG8,9,18,1
223,Khasi and Jayantia,George Shadap,Male,Meghalaya,3,Genevieve Nongrum and George Shadap   KA RUKOM,https://www.youtube.com/watch?v=M25yqfx30_s,9,18,1
224,Khasi and Jayantia,George Shadap,Male,Meghalaya,4,Ka Rukom,https://www.youtube.com/watch?v=699V6egdlEw,9,18,1
225,Khasi and Jayantia,George Shadap,Male,Meghalaya,5,Kynjah ia phi,https://www.youtube.com/watch?v=y3R1t-w5yfc,9,18,1
226,Khasi and Jayantia,Wanshankupar Suchiang,Male,Meghalaya,1,Burom ia ka Bei,https://www.youtube.com/watch?v=mVbrxtNSgjQ,9,65,1
227,Khasi and Jayantia,Wanshankupar Suchiang,Male,Meghalaya,2,Hamee Tei Suchiang,https://www.youtube.com/watch?v=hWxEUuL4_3o,9,65,1
228,Khasi and Jayantia,Wanshankupar Suchiang,Male,Meghalaya,3,Du ha pha,https://www.youtube.com/watch?v=Ic3-Gh0T6as,9,65,1
229,Khasi and Jayantia,Wanshankupar Suchiang,Male,Meghalaya,4,U KAITOR UBA TBIT HA KA RWAI BAD HA KA THAW ?A KI JINGRWAI BA SNGEWTYNNAT,https://www.youtube.com/watch?v=GU5BH4c2vjU,9,65,1
230,Khasi and Jayantia,Wanshankupar Suchiang,Male,Meghalaya,5,Hapdeng Ki Syntiew,https://www.youtube.com/watch?v=LSqf7qNBfcE,9,65,1
231,Khasi and Jayantia,Rida Gatphoh,Female,Meghalaya,1,Sur Ka Mariang,https://www.youtube.com/watch?v=eCyIjpvea-k,9,47,0
232,Khasi and Jayantia,Rida Gatphoh,Female,Meghalaya,2,Rukom ka Ri The Many Lives of Land,https://www.youtube.com/watch?v=t5wicKY-UhY,9,47,0
233,Khasi and Jayantia,Rida Gatphoh,Female,Meghalaya,3,Earthy a Fair,https://www.youtube.com/watch?v=3XDsCpmvTW8,9,47,0
234,Khasi and Jayantia,Rida Gatphoh,Female,Meghalaya,4,Sacrifice,https://www.youtube.com/watch?v=j8Mp-A8n7r0,9,47,0
235,Khasi and Jayantia,Rida Gatphoh,Female,Meghalaya,5,Dhai Aakhar Naam,https://www.youtube.com/watch?v=BFkS3_plQtU,9,47,0
236,Khasi and Jayantia,Soulmate,Female,Meghalaya,1,Tipriti Kharbangar Shad Pynnang Pynnang  Live Performance,https://www.youtube.com/watch?v=ByUiSyXa-WM,9,58,0
237,Khasi and Jayantia,Soulmate,Female,Meghalaya,2,Evalary Khyriem  Sier Lapalang,https://www.youtube.com/watch?v=26MqTvs4Vjo,9,58,0
238,Khasi and Jayantia,Soulmate,Female,Meghalaya,3,Tipriti Kharbangar from Soulmate,https://www.youtube.com/watch?v=bwE6d9dL7SI,9,58,0
239,Khasi and Jayantia,Soulmate,Female,Meghalaya,4,Give love,https://www.youtube.com/watch?v=tUagYxwewcU,9,58,0
240,Khasi and Jayantia,Soulmate,Female,Meghalaya,5,GIVE LOVE ka thup jingrwaialbum thymmai  jong ka kynhun tem,https://www.youtube.com/watch?v=sHNWR5eOJpM,9,58,0
241,Tamil,S. P. Balasubrahmanyam,Male,Tamil Nadu,1,Mannil Intha,https://www.youtube.com/watch?v=yHm8VhgO9p4,15,50,1
242,Tamil,S. P. Balasubrahmanyam,Male,Tamil Nadu,2,Anjali Anjali,https://www.youtube.com/watch?v=bvHKOhV_tfw,15,50,1
243,Tamil,S. P. Balasubrahmanyam,Male,Tamil Nadu,3,En Kadhale,https://www.youtube.com/watch?v=u0CtfXRibAw,15,50,1
244,Tamil,S. P. Balasubrahmanyam,Male,Tamil Nadu,4,En Veetu Thottathil,https://www.youtube.com/watch?v=XBeh7qzRDUE,15,50,1
245,Tamil,S. P. Balasubrahmanyam,Male,Tamil Nadu,5,July Matham Vanthal,https://www.youtube.com/watch?v=btU-pJczpEk,15,50,1
246,Tamil,Hariharan,Male,Tamil Nadu,1,Anbe Anbe,https://www.youtube.com/watch?v=UOHyKC-M-HY,15,21,1
247,Tamil,Hariharan,Male,Tamil Nadu,2,Chandiranai Thottathu Yaar Ratchagan,https://www.youtube.com/watch?v=g-bN-8hLuRA,15,21,1
248,Tamil,Hariharan,Male,Tamil Nadu,3,Ennai Thalatta Varuvala  Kadhalukku Mariyathai Isaignani Ilayaraja,https://www.youtube.com/watch?v=22z0vPE7o0A,15,21,1
249,Tamil,Hariharan,Male,Tamil Nadu,4,Oh Maname,https://www.youtube.com/watch?v=-iNRiHBMak4,15,21,1
250,Tamil,Hariharan,Male,Tamil Nadu,5,Unnai NaanJay Jay Bharathwaj,https://www.youtube.com/watch?v=6ckj9IWvn6Y,15,21,1
251,Tamil,Sistla Janaki,Female,Tamil Nadu,1,Raasave Unnai Vida  Aranamanai Kili,https://www.youtube.com/watch?v=rZS2N8oezpI,15,56,0
252,Tamil,Sistla Janaki,Female,Tamil Nadu,2,Anbe Vaa Arugile,https://www.youtube.com/watch?v=U1RGeMwVcbo,15,56,0
253,Tamil,Sistla Janaki,Female,Tamil Nadu,3,Unnai Naan Ariyen,https://www.youtube.com/watch?v=ftLzLaCYqk8,15,56,0
254,Tamil,Sistla Janaki,Female,Tamil Nadu,4,Aasai athigam vachu,https://www.youtube.com/watch?v=uLkMOLBAO8g,15,56,0
255,Tamil,Sistla Janaki,Female,Tamil Nadu,5,Vanmathi,https://www.youtube.com/watch?v=boGg8sGXs0E,15,56,0
256,Tamil,K. S. Chithra,Female,Tamil Nadu,1,Thooliyile Aada Vantha,https://www.youtube.com/watch?v=jbxM-sw5Pcg,15,27,0
257,Tamil,K. S. Chithra,Female,Tamil Nadu,2,Thai Pongalum Song,https://www.youtube.com/watch?v=XCAWz35ruR8,15,27,0
258,Tamil,K. S. Chithra,Female,Tamil Nadu,3,Vandhathey Oh  Kizhakku Vaasal,https://www.youtube.com/watch?v=W19z9zHJyII,15,27,0
259,Tamil,K. S. Chithra,Female,Tamil Nadu,4,Vanna Poongavanam,https://www.youtube.com/watch?v=8BPq-eTzTis,15,27,0
260,Tamil,K. S. Chithra,Female,Tamil Nadu,5,Enna Marantha Poluthum,https://www.youtube.com/watch?v=IhvAir5nUl4,15,27,0
261,Malayalam,K J Yesudas,Male,Kerala,1,Meenathil Thalikettu,https://www.youtube.com/watch?v=lowbHq2wlGQ,6,26,1
262,Malayalam,K J Yesudas,Male,Kerala,2,En jeevane enganu nee,https://www.youtube.com/watch?v=T2k4UBOj1-Y,6,26,1
263,Malayalam,K J Yesudas,Male,Kerala,3,Ente Ellam Ellam Alle,https://www.youtube.com/watch?v=KfUO9QUWpco,6,26,1
264,Malayalam,K J Yesudas,Male,Kerala,4,Enna Varam Ketpen,https://www.youtube.com/watch?v=V2x9FGmxXM4,6,26,1
265,Malayalam,K J Yesudas,Male,Kerala,5,Ennum Ninne Poojikkam  Aniyathipravu,https://www.youtube.com/watch?v=j45_YRlXZLs,6,26,1
266,Malayalam,Mohanlal,Male,Kerala,1,Ariyathe Ariyathe,https://www.youtube.com/watch?v=vqD_xISL-ik,6,36,1
267,Malayalam,Mohanlal,Male,Kerala,2,Nila Paithale,https://www.youtube.com/watch?v=DPCmoSs-WFI,6,36,1
268,Malayalam,Mohanlal,Male,Kerala,3,Padam Vanamali  Kakkakuyil,https://www.youtube.com/watch?v=_3D8W2PwCfw,6,36,1
269,Malayalam,Mohanlal,Male,Kerala,4,Konji Konji,https://www.youtube.com/watch?v=2gIWZPh_4mc,6,36,1
270,Malayalam,Mohanlal,Male,Kerala,5,Pranayame,https://www.youtube.com/watch?v=DuW_HsbOYv4,6,36,1
271,Malayalam,Sujatha Mohan,Female,Kerala,1,Chakkarakkili,https://www.youtube.com/watch?v=vkGEvlCKqbQ,6,59,0
272,Malayalam,Sujatha Mohan,Female,Kerala,2,Priyane,https://www.youtube.com/watch?v=qmUg8-dQflE,6,59,0
273,Malayalam,Sujatha Mohan,Female,Kerala,3,Kandu Kandu,https://www.youtube.com/watch?v=ekBl7MQaV7E,6,59,0
274,Malayalam,Sujatha Mohan,Female,Kerala,4,Sundarano,https://www.youtube.com/watch?v=1FrgMgEsNxY,6,59,0
275,Malayalam,Sujatha Mohan,Female,Kerala,5,Viral Thottu Vilichenkil,https://www.youtube.com/watch?v=IB-YkQFmZjU,6,59,0
276,Malayalam,Shweta Mohan,Female,Kerala,1,Kayamboo Niramayi Su Su ,https://www.youtube.com/watch?v=VahMFSZYEIU,6,54,0
277,Malayalam,Shweta Mohan,Female,Kerala,2,Chenthamara Chundil,https://www.youtube.com/watch?v=HCjwcYBu5iU,6,54,0
278,Malayalam,Shweta Mohan,Female,Kerala,3,Malayalam Medley Cover,https://www.youtube.com/watch?v=Kp3p3wpik9I,6,54,0
279,Malayalam,Shweta Mohan,Female,Kerala,4,Anuragalola Gatri,https://www.youtube.com/watch?v=qcrtXvA-4mM,6,54,0
280,Malayalam,Shweta Mohan,Female,Kerala,5,Ambala Mutathe,https://www.youtube.com/watch?v=f8Enny6GL5Y,6,54,0
281,Punjabi,Gurdas Maan,Male,Punjab,1,Roti,https://www.youtube.com/watch?v=7li2V6dj4-s,14,19,1
282,Punjabi,Gurdas Maan,Male,Punjab,2,Punjab Song,https://www.youtube.com/watch?v=m60bi4SqQ1U,14,19,1
283,Punjabi,Gurdas Maan,Male,Punjab,3,CHALLA,https://www.youtube.com/watch?v=KFVqtTpYmhY,14,19,1
284,Punjabi,Gurdas Maan,Male,Punjab,4,Lakh Pardesi Hoiye,https://www.youtube.com/watch?v=Ue5eeifYzq0,14,19,1
285,Punjabi,Gurdas Maan,Male,Punjab,5,Apna Punjab Hove,https://www.youtube.com/watch?v=1cHLSWmVnTE,14,19,1
286,Punjabi,Hans Raj Hans,Male,Punjab,1,Chham Chham Roun Ankhiyaan,https://www.youtube.com/watch?v=xAsYnujTDsk,14,20,1
287,Punjabi,Hans Raj Hans,Male,Punjab,2,Akhan Akhan Vich Dil Legi Chorni,https://www.youtube.com/watch?v=jhDuvQ6Kevs,14,20,1
288,Punjabi,Hans Raj Hans,Male,Punjab,3,Nit Khair Manga,https://www.youtube.com/watch?v=cLtPi3OhpGc,14,20,1
289,Punjabi,Hans Raj Hans,Male,Punjab,4,Mere Naina Vich/Rehan De,https://www.youtube.com/watch?v=L2DHPr-8tVE,14,20,1
290,Punjabi,Hans Raj Hans,Male,Punjab,5,Mere Naina Vich,https://www.youtube.com/watch?v=STPXvRmTmyM,14,20,1
291,Punjabi,Jaswinder Brar,Female,Punjab,1,Khetan De Raje,https://www.youtube.com/watch?v=pE8HenSL_3E,14,25,0
292,Punjabi,Jaswinder Brar,Female,Punjab,2,Teri Yaad Nu Hata Lai,https://www.youtube.com/watch?v=5hfuCuPmAMw,14,25,0
293,Punjabi,Jaswinder Brar,Female,Punjab,3,Kal Fer Teri Yaad,https://www.youtube.com/watch?v=UgQX2udob_8,14,25,0
294,Punjabi,Jaswinder Brar,Female,Punjab,4,KALYUG,https://www.youtube.com/watch?v=lVE456ceg7A,14,25,0
295,Punjabi,Jaswinder Brar,Female,Punjab,5,Viaah Di Chithi,https://www.youtube.com/watch?v=Y_xi6I0M2Xw,14,25,0
296,Punjabi,Jasmine Sandlas,Female,Punjab,1,ILLEGAL WEAPON,https://www.youtube.com/watch?v=H7_yY3yr-jE,14,24,0
297,Punjabi,Jasmine Sandlas,Female,Punjab,2,SIP SIP,https://www.youtube.com/watch?v=SUrbuJuP2hs,14,24,0
298,Punjabi,Jasmine Sandlas,Female,Punjab,3,Nagni,https://www.youtube.com/watch?v=SB3LCR0qPzk,14,24,0
299,Punjabi,Jasmine Sandlas,Female,Punjab,4,PANJEBA,https://www.youtube.com/watch?v=RRWTd8A5OUo,14,24,0
300,Punjabi,Jasmine Sandlas,Female,Punjab,5,Whiskey Di Botal,https://www.youtube.com/watch?v=ix5pCUGWerk,14,24,0
301,Telegu,L. V. Reventh,Male,Andhra Pradesh,1,Manohari,https://www.youtube.com/watch?v=yxrMv6JUmQg,0,29,1
302,Telegu,L. V. Reventh,Male,Andhra Pradesh,2,Nanu Preminchaananu Maata,https://www.youtube.com/watch?v=urjstGviK_E,0,29,1
303,Telegu,L. V. Reventh,Male,Andhra Pradesh,3,Radhamma Kuthuru,https://www.youtube.com/watch?v=yIFD3cNDqsQ,0,29,1
304,Telegu,L. V. Reventh,Male,Andhra Pradesh,4,Ramya Krishnan ,https://www.youtube.com/watch?v=Q4S_N16D_3A,0,29,1
305,Telegu,L. V. Reventh,Male,Andhra Pradesh,5,Vennelave vennelave,https://www.youtube.com/watch?v=_FFK0rUX6NU,0,29,1
306,Telegu,S S Thaman,Male,Andhra Pradesh,1,Oorikokka Raaja Yuvarathnaa,https://www.youtube.com/watch?v=BqCPFXZ-DqU,0,49,1
307,Telegu,S S Thaman,Male,Andhra Pradesh,2,Reddy Ikkada Soodu,https://youtu.be/pKguNINOFGM,0,49,1
308,Telegu,S S Thaman,Male,Andhra Pradesh,3,Sweety Sweety,https://www.youtube.com/watch?v=-7DEJVJG0pc,0,49,1
309,Telegu,S S Thaman,Male,Andhra Pradesh,4,Inkosaari Inkosaari,https://www.youtube.com/watch?v=90CYzyKnyNs,0,49,1
310,Telegu,S S Thaman,Male,Andhra Pradesh,5,Paatashaala Yuvarathnaa,https://youtu.be/XRFLKld-BF8,0,49,1
311,Telegu,S P Sailaja,Female,Andhra Pradesh,1,Priyathama Neevachata,https://www.youtube.com/watch?v=EP_6MwKB2rI,0,48,0
312,Telegu,S P Sailaja,Female,Andhra Pradesh,2,Amma Annadhi,https://www.youtube.com/watch?v=b8klipC-_bA,0,48,0
313,Telegu,S P Sailaja,Female,Andhra Pradesh,3,Swarabhishekam  ??????  S P Sailaja  Mano  S  P  Charan Performance,https://www.youtube.com/watch?v=MlgLzLRk61k,0,48,0
314,Telegu,S P Sailaja,Female,Andhra Pradesh,4,Chalaki Chinadi,https://www.youtube.com/watch?v=QMqhjTsDH9I,0,48,0
315,Telegu,S P Sailaja,Female,Andhra Pradesh,5,Randi Randi,https://www.youtube.com/watch?v=qe43o2iyWrs,0,48,0
316,Telegu,Malavika,Female,Andhra Pradesh,1,Tolisari Mimmalni,https://www.youtube.com/watch?v=42ToPg_57eQ,0,32,0
317,Telegu,Malavika,Female,Andhra Pradesh,2,Nuvante Istamani,https://www.youtube.com/watch?v=iiXhNBTAXQE,0,32,0
318,Telegu,Malavika,Female,Andhra Pradesh,3,Nee Palukulu,https://www.youtube.com/watch?v=P1iVmHgk4o8,0,32,0
319,Telegu,Malavika,Female,Andhra Pradesh,4,Shakthi  Yamaga Unde Ni Andam,https://www.youtube.com/watch?v=in2w4wnvcD8,0,32,0
320,Telegu,Malavika,Female,Andhra Pradesh,5,Andala Navvu,https://www.youtube.com/watch?v=v-nkGsxgyPw,0,32,0
321,Kannada,P. B. Sreenivas,Male,Karnataka,1,Aadona Neenu Naanu Enna Aase,https://www.youtube.com/watch?v=qjOfUMUmOz0,5,39,1
322,Kannada,P. B. Sreenivas,Male,Karnataka,2,Aadisi Nodu Beelisi Nodu,https://www.youtube.com/watch?v=x7E9N6S6EJ4,5,39,1
323,Kannada,P. B. Sreenivas,Male,Karnataka,3,Kula Kula Kulavendu,https://www.youtube.com/watch?v=F3A0kVdMqB4,5,39,1
324,Kannada,P. B. Sreenivas,Male,Karnataka,4,Endu Nina Noduve,https://www.youtube.com/watch?v=pAhcoHaR9bQ,5,39,1
325,Kannada,P. B. Sreenivas,Male,Karnataka,5,Kalyana Buta Tirupatigirivasa,https://www.youtube.com/watch?v=CtTLvy-QjrI,5,39,1
326,Kannada,Rajkumar,Male,Karnataka,1,Naanu Nimmavanu  Purushotthama,https://www.youtube.com/watch?v=YSbIe5VBhRI,5,43,1
327,Kannada,Rajkumar,Male,Karnataka,2,Kurubana Rani  Taali Taali,https://www.youtube.com/watch?v=CVpW5g4GssA,5,43,1
328,Kannada,Rajkumar,Male,Karnataka,3,Appu  Aa Devara Haadidu,https://www.youtube.com/watch?v=u8YrhG45I0s,5,43,1
329,Kannada,Rajkumar,Male,Karnataka,4,Jaggadu Jaggadu Yaarigu Hagalu Vesha,https://www.youtube.com/watch?v=2IF65swAIA4,5,43,1
330,Kannada,Rajkumar,Male,Karnataka,5,Nooraru Nenapina,https://www.youtube.com/watch?v=sInSZLOj0MQ,5,43,1
331,Kannada,B. K. Sumitra,Female,Karnataka,1,Mayadantha Male,https://www.youtube.com/watch?v=Qm6hQXJsXxQ,5,8,0
332,Kannada,B. K. Sumitra,Female,Karnataka,2,Yenthavanirabeka,https://youtu.be/ZDJwSnJWBBs,5,8,0
333,Kannada,B. K. Sumitra,Female,Karnataka,3,Nodavalandava  Chandrike,https://www.youtube.com/watch?v=pgGNBaIzrAM,5,8,0
334,Kannada,B. K. Sumitra,Female,Karnataka,4,Ghallu Ghallenutha  Govindennire Govinda,https://www.youtube.com/watch?v=my24j3bZKNI,5,8,0
335,Kannada,B. K. Sumitra,Female,Karnataka,5,Ooramele Oora,https://www.youtube.com/watch?v=Bp7Nw6FHXxw,5,8,0
336,Kannada,Anuradha Bhat,Female,Karnataka,1,Mungaru Male 2  Neenu Irade,https://www.youtube.com/watch?v=nJ0HkQdIOGU,5,4,0
337,Kannada,Anuradha Bhat,Female,Karnataka,2,Olavina Jothe,https://www.youtube.com/watch?v=jDK3SbAtmTo,5,4,0
338,Kannada,Anuradha Bhat,Female,Karnataka,3,Kariya 2  Malegalada,https://www.youtube.com/watch?v=tiw707OpMrU,5,4,0
339,Kannada,Anuradha Bhat,Female,Karnataka,4,Amma Ninna  Athi Aparoopa,https://www.youtube.com/watch?v=TiaTlm9KHGI,5,4,0
340,Kannada,Anuradha Bhat,Female,Karnataka,5,Sanjeeya,https://www.youtube.com/watch?v=En3E6ifTZcA,5,4,0
